text,sentiment
super quality sound perfect for relaxing and enjoying music in the confines of home great value for money ,positive
we use this as our portable backyard poolside speaker it produces surprisingly high volume and sound quality out of such small package very happy with the purchase ,positive
dad bit deaf and had bose stuff in the past he asked me to order him bose version of this after some research bought this instead jbl charge dad loves it it works great and plays loud sound quality is better than would have expected from small speaker but it mono speaker so not exactly highfi and it in no way reference monitor for what it is it great ,positive
i took it to the beach no problem with the sand great sound ,positive
all around best in it class ,positive
battery lasts long time once you connect it by bluetooth it connects automatically after sounds great even outside ,positive
i was totally amazed by this little speaker ,positive
amazing speaker with even better connectivity only complaint is sound is not too crisp or loud overall amazing speaker and would recommend to buy ,positive
the speakers sound amazing and the two that purchased immediately paired using the jbl connect app my only concern is that neither charging door closes tightly or seals shut which makes me believe that they wouldn be waterproof since water or liquids would easily enter the usb ports ,positive
for its size it pounds out the music with surprising clairity and volume bass is astounding for its size perfect size for on the go with bikes side by sides camping and not to mention water use on the boat or beach with being water resistant solid science behind this unit worth every penny ,positive
happy with the sound quality,positive
my husband is very picky about his speakers and got this as surprise for him he absolutely in love jbl has some of the best speakers this is the third one in my family now thanks ,positive
first let me say that this jbl portable speaker isn toy this has weight to back up the power sound it brings so if your looking to bring your party anywhere this speaker will bring it it also waterproof but don recommend anyone taking there party to the shower sound check ,positive
love jbl products their sound quality is awesome the bass is decent for bluetooth speaker better than most ve heard gets nice and loud too and battery holds up for quite while very happy with this one ,positive
these speakers are great the bass sounds wonderful,positive
just great sound from this speaker pretty durable and water resistant too great purchase ,positive
i had an older smaller jbl and the battery stopped holding charge upgraded it to this larger unit the sound is great and the larger battery lasts long time it will run out faster if you are also charging your phone while using it but that fair tradeoff the bluetooth connectivity is flawless ,positive
i love this can have stereo quality music anywhere the charger lasts long time so thrilled with jbl charge you will be too recommend buying the carrying case also ,positive
the speaker was for my husband motorcycle he able to put it on his motorcycle ride with it bluetooth connection real easy for him the sound of the speakers very loud he very happy with it easy for him to set up and he was able to charge it without taking it off his motorcycle so that even better plus it waterproof he loves it and we will definitely buy it again two thumbs up,positive
all can say is that use it lot this is going to sound stupid but really don remember the last time charged it mean don use it everyday but at least to tines week for at least couple of hours sometimes bring it in my garage as am working on project so it will be on for to hours it still shows lights for charge just told the wife the other night as we were listening to it on the deck that cant believe it still has charge ,negative
my niece brought this unit to my house for camp out and was so impressed with it that bought one the next day ,positive
perfect beat purchase have made this year ,positive
this little speaker has great bass and all around good deal ,positive
this speaker is great if you want big boom out of smallish speaker this is big step up from the flip with how loud it gets the battery life is amazing and stays alive for long time ,positive
love it,positive
sounds awesome connects right away no complaints,positive
great speaker great sound long lasting battery life ,positive
battery life is amazing you won regret it,positive
it great speaker would recommend,positive
so easy to pair sound is excellent,positive
i just got it today and immediately paried my phone to it to listen to music and was very impressed with the bass sound and how clear the sound was it little bigger than my sister jbl flip and in my opinion think it packs bigger punch when it comes to sound and bass ,positive
sound quality is little muddy other than that its great speaker for the size ,positive
my son has this exact same speaker and we were so impressed we ordered one for ourselves great sound great quality reasonable price ,positive
this thing last forever and the sound is fabulous for music or movie ,positive
so far it sounds great ,positive
great sound great price ,positive
this is outstanding product use it all the time very good volume and bass take it the beach park recommand for amazon customers to buy battery life is excellent had no issue connecting with bluetooth ,positive
great product,positive
quick easy set up and great sound ,positive
sounds great easy to connect ,positive
i like the product but why did get another charge of dollars and one cent the next day please explain,positive
not waterproof started to sound fuzzy after months of using it great if it going to be indoors and not in extreme conditions ,positive
perfect to bring anywhere and has amazing sound quality ,positive
awesome,positive
this is great the jbl charge sounds fantastic with clear crisp sound and bass that will keep even the hardiest rockers or listeners quite happy and it lasts forever on full charge we ll not literally but longer than any other chargeable device have ever owned it won die in the middle of your beach party four thumbs up from this music lover ,positive
i only got around hours on full charge but this was using the bluetooth and at max volume for such small device the sound is better than expected ,positive
bought for family member and she loves it thanks jbl ,positive
puts out incredible sound quality durable and actually very vey water proof full dunk on may occasions every other blue tooth speaker sounds like crap compared to this one can and won live without it ,positive
i ve read lot of the one star reviews and have to say my experience is far far different following are few tidbits from my use of these jbl speakers have purchased seven of these from amazon five for my daughter and her family and own two myself the eq is controlled from the player you have connected to these speakers not by the speaker have cycled thru the eq on my mp player and the jbl picks them all up no there is no separate charge cord read the ad it says exactly that don act surprised when you open the box no wall charger just usb cord for charging true stereo separation for all you audiophiles out there requires minimum of three to six feet of speaker separation with home stereos not likely to be achieved by any speaker small as jbl but big fat so what use mine in the shower put it on ledge and wow wonderful sound quality with more volume than ever need quality costs money you will always get what you pay for go cheap get cheap if you go to the vendor list and grab the cheapest one out there don be surprised when you get look alike which in not made by jbl hooking up number of these speakers and spreading them around the room may sound as if the signal was getting to some slower than others appearing to be lag all of the speakers are getting the signal at exactly the same time what you are experiencing is the audio output doppler effect ll let you look that definition up by yourself so space the speakers closer to each other battery life you will experience great deal of battery life if you keep the volume down to reasonable level crank it up to full blown party time and it will eat up battery power truly hope my comments help to answer some of the questions posed about the jbl speaker no do not work for amazon or jbl am simply user wishing to put light on some misunderstandings john,positive
the best,positive
excellent product and works well,positive
im in love with this speakers have purchased three already and love them ,positive
definitely recommend this bluetooth speaker connects quick and great sound,positive
awesome sound and bass,positive
after months the jbl charge will no longer take charge this is pretty frustrating issue as it new device we ve only used handful of times there are lot of articles about it online but fixing it is difficult for someone who not familiar electronics and there lot of trouble shooting involved ,negative
great sound light and stylish highly recommend ,positive
we love this speaker and use it daily at the pool the sound is awesome and hard to believe from such small speaker ,positive
this is great bluetooth speaker love jbl and this little speaker did not disappoint ,positive
my father has one jbl just like this one that love and that why bought guess wasn lucky with my jbl because it won charge am waiting for the seller to contact me still want jbl but one that works,positive
my speaker won turn on it dead and useless such disappointment ,negative
the best out of all of my speakers take it everywhere hours of play,positive
i love this speaker mainly use it in my garage gym so can listen to music but still hear my baby monitor if my kid wakes up during his nap it easier than using headphones never have to have it up to full volume to get what want out of it it has good range and it easy to use and pair with your phone we also use it at our fire pit and seems durable great battery life use it lot and rarely charge it when do it charges fast it gotten some ash on it but nothing is affected super happy hope to have it long time ,positive
the sound and connectivity are great and the ability to charge my other devices makes it the perfect travel companion ,positive
i love this speaker great sound super durable and long lasting ,positive
sounds great pairs easy long play time ,positive
sound quality is really goodit connects to bluetooth fast and easy and love the battery life it last long time,positive
big sound long battery life stylish we got the aqua blue color throw this speaker in your beach bag backpack purse you ll enjoy awesome sound anywhere you go music makes everything better great purchase ,positive
great sound super portable and lasts long time ,positive
i love it it works great,positive
i use this speaker around the house and love it the sound and the quality is excellent this speaker was everything expected it to be ,positive
another solid product from jbl ve seen lot of reviews complain about the sound quality let be real for an item that can be fully submerged and still have the same great sound it did before it got wet its good bang for your buck it was more then loud enough for my back yard are you going feel like your at concert no are you going to be able to hear the song played while swimming yes ,positive
loved it so much we bought two,positive
easy to pair with phone computer etc great sound quality and size ,positive
i actually love this speaker it easy to clean off the sand if you take it to the beach lake you can listen to it for hours just have had it on for over hours now as listening through the night charges fast the sound is amazing perfect to set the mood or party it out ,positive
great quality value look sound ,positive
bought this for my husband for christmas and he always has it with him in the car that doesn have bluetooth in the garage at the pool this is probably the best gift have ever given the sound is very good and the battery life lasts good long time ,positive
great they have crisp and clear sound but for stereo sound you should have two ,positive
for only few dollars over this works great and the sound is very good ,positive
sound quality is great and so is battery ,positive
 months and already not holding charge my jbl had same issue but after yrs not months very frustrating,positive
sounds so good plays for hours on single charge,positive
this thing is terrific it has shocking amount of bass for small speaker jbl pretty much nailed the design if were to complain it would be that the base is little narrow use the speaker by my pool and dont want to bump the speaker and it roll into the pool again for you people that are complaining about it being mono its an engineering choice to deliver performance in other areas do you have to have stereo drivers that will be inches apart is that really needed of course not if that bothers you there are ton of other devices that might be better fit but doubt it will deliver as well in the other areas have an old bt stereo speaker and it does not come close to delivering sound on par with the charge going mono delivers more volume longer battery lower heat and simplified controls bass sucks power this thing gets pretty damn loud and really delivers ton of bass stream to it in the backyard when swimming in the pool it has really been great it has been accidentally kicked into the pool few times but no damage and it has proven to be water resistant as advertised ,positive
bought my second one other one is back at home whilst traveling the worlds oceans good sound fair price and good quality good battery life highly recommended ,positive
i recommend everyone for this speaker lucky to have it ,positive
love love love this item light weight and very durable ,positive
lot of good sound quality from little size perfect fit in my bike beach basket ,positive
love my jbl speaker perfect for any room in the house the park or campfire great sound and very easily charged also easy to carry in small backpack or case easily connects to other jbl speakers ,positive
i completely love my pink jbl ,positive
sounds good got money worth,positive
sound is awesome plus water proof is bonus ,positive
if you are buying this most probably you have done your research and for me it lives up to its expectation the speaker delivers deep bass for something of its size and is loud enough to fill large room if you want to use it outdoors it will definitely get the neighbors wondering if you re having party it gets pretty loud without getting distorted and at around is when there is sound distortion great for movie night in bed and for listening to music having owned the flip twice this is definitely an upgrade especially with its charging but wish it had strap or handle like the bigger and smaller versions of this speaker and wish it had microphone sometimes but also understand why they didn include it on here ,positive
i love this only it won hook up to my phone calls via bluetooth sound quality is amazing love the battery life ,positive
a little difficult trying to tie to of them together finally found the trick turn both on let them automatically connect to phone one connected hit the stereo mode buttons at same time for me it worked every time have to buy two atleast because in stereo mode they sound great bass is decent not as much as like but they have great sound quality so if your sound quality and not bass person these are good ,positive
sounds great for out doors sitting area highly recommend ,positive
i love this speaker it really awesome it loud it cute the only thing don like is the fact that haven had it for very long and the fabric is dingey keep it in my case when not in use and it barely gets touched just moved from one spot to another if anything ve tried wet cloths and all that but it just weird uncleanable material ,positive
we have two other smaller jbl speakers flip which we really liked but wanted bit larger one to connect to those to have full stereo effect and we re not disappointed in fact this one took over the top fav spot above the flip good sound good battery stamina good size ,positive
my favorite bluetooth speaker ve owned sound quality is amazing especially given its size ,positive
great product couldn be happier with this purchase ,positive
so it definitely doesn play for hours the battery was drained after five straight hours thought it was gonna be bit louder knew should have just got the boom box ,positive
love it portable long battery life and amazing sound super easy to use ,positive
i was left speachless when first played this speaker amazing sound incredible battery life something that ve noticed with the time that when doing the jbl connect thing when joining multiple speakers it goes crazy sometimes it freezes and must do hard shutdown ,positive
the sound quality is good only thing is it would be nice if it can go louder higher volume ,positive
great sound nifty package and joy to play music or an audio book through should have bought one years ago ,positive
great device sound is good base is good bluetooth connect is smooth battery is great ,positive
my son loves it that all that matters,positive
perfectly executed design with beautiful exterior doesn lose sound quality when the volume is set to high setting ,positive
this is great standalone bluetooth speaker unfortunately jbl connect is wildly unpredictable so if you want to connect multiple compatible jbl speakers using this technology you will experience lots of dropouts of one or the other of the speakers it very frustrating otherwise the sound is great battery life is superb etc use it while camping quite lot and it gets me through multiple days of normal use without even considering recharge ,positive
i really like this bluetooth speaker jbl nailed it with this series can connect my speaker with friends speakers for the ultimate stereo experience highly recommend ive tried other brands but this is by far the best sounding and can listen all day ,positive
this was great purchase would gladly buy it again if had to ,positive
sounds great in spite of its size very durable super handy buy it again in heartbeat ,positive
love it ,positive
love my jbl can take with me anywhere ,positive
i wish it were just little louder but over all the sound is great ,positive
after giving it time and using it more find this speaker is perfect for me and take it to work with me lot and listen to music since work by myself glad bought this ,positive
bought this for our boat amazing sound and now were using it for outdoor movies in the backyard and camping love this product,positive
love it use it in my side by side out on the patio or back yard,positive
great speaker love that can use it outside easy setup ,positive
works amazing we have house full of various jbl speakers but wanted big one for our shed easy to use holds charge awesome super easy to pair and the blue color is perfect love that it has flat area on the bottom for stand with the controls on top ports have nice sturdy flap covering them to keep out dust and dirt,positive
excellent sound quality,positive
loved it,positive
its not too heavy it produces great sound the battery life is great and the controls are simple and easy to understand ,positive
it won charge have to send it back,positive
sound quality and ease of operation were great we bought the unit in december of and now it won power up we tried to re set it and nothing happens so now we have to buy another unit not sure what to buy ,positive
battery life is great and has good amount of bass but you won be able to feel it after you move away from the the speaker it sounds better when connected to my iphone than it does connected to my samsung haven tried out the charge feature yet though,positive
great bass and battery life but crackles at low volume but sounds great at and up,positive
worth every penny sounds great,positive
the bass of the speaker is great and the battery life is far greater than expected ,positive
literally best speaker out there amazing battery life and sound will blow ur house up if it maxed ,positive
i can believe didn purchase this bluetooth speaker sooner it sounds sooo good perfect amount of bass too for the bass lovers battery life is excellent as well ,positive
loud and easy to use good base,positive
bought for my garage used less than times and won play turns on and immediately powers off even plugged in big waste of money ,positive
this came so safely packaged so it wouldn break recommend getting this good sound connects easily and the battery lasts long good for listening loud music ,positive
this speaker has amazing sound quality and is such an upgrade from my phone speaker use it in my home but it is also compact enough to be great for travel taking to the pool the beach and more my only complaint is that the battery life seems little short so often bring little portable charger for it on the go ,positive
i absolutely love everything about this,positive
love it never disappointed with sound ,positive
love this speaker ,positive
this little box has great sound love it,positive
excellent sound great bass and treble but it doesn seem possible to change any equalizer settings every time the speaker is turned on off it makes rather loud noise it pleasant just kind of loud ,positive
great product,positive
sound quality is good very good battery life and design good speaker to have around the house or while working out in the home gym however not loud enough for wind beach day ,positive
good battery life and good quality sound,positive
loud with crisp audio and good bass perfect for days at the lake work shop and days of cleaning definitely worth the buy charge lasts long time and it travels well ,positive
love is speaker and the sound quality is awesome ,positive
great sound,positive
i had been using friend charge and liked it so was looking at the charge and when bought mine the charge is little bit bigger and has better louder sound was very happy with my purchase like that it has aux port and bluetooth capabilities use both features teach zumba class and don have to charge it too often it plenty loud and doesn need to be plugged in for class ,positive
super,positive
battery lasts less than half the time advertised not sure if received defective products or what previous version lasted much longer ,negative
perfect,positive
hopefully mine was the outlier because mine was bricked on arrival power button only lit up while plugged in and even then none of the buttons would function and the unit would not play music even when showing full battery have flip already which love and am highly disappointed had to get refund expected better from jbl,positive
excellent sound quality easy bluetooth connection battery life is great ,positive
it puts out great sound easy to connect with battery life is great it is really hard to say anything bad about this speaker well worth the price ,positive
decent speaker nothing revelatory but the form factor is great it gets the noise out there effectively pros battery life feels like it infinite bluetooth connectivity is the best ve ever experienced handsome unit cons thuddy sound but some of that is bluetooth some of that is streaming some of that is the fact that it not very big overall effectively fills the sonic gap between my home speakers and my laptop which is what it was meant for ,positive
this speaker has great sound and volume the battery last long time with intermittent use my kids are always borrowing it because it works so well ,positive
quality of sound is good however volume level compared to previous model sucks and the bluetooth changed so now the old models can connect to the new models that really dumb to not have back compatible technology my sister has previous model and it fills back yard of several acres can barely hear this across my warehouse would say it to as loud as previous bought it to hear above the refrigerator units and its disappointing for the price oh well guess that the price you pay for buying something online that you can hear the exact unit first ,negative
good buy it lisent very good and good quality,positive
excellent very satisfied with this buy ,positive
sound quality great excellent batt life use waterproof no monsoon yet or poolside use ,positive
super easy to connect to it really powerful and loud thing happy with its addition to my patio my neighbors not so much ,positive
nun but good vibes ,positive
i bought this specifically for pool party it loud waterproof not obnoxiously big and can still fit in bag loving my aqua color wasn home so my husband did an unboxing idk about everyone else but regardless if this only has internal speaker it jbl go for quality over quantity the sound is impeccable ,positive
it great to take music and podcasts with me in whatever room or location at ,positive
i think this is great price quality product,positive
the sound was great,positive
sounds great excellent quality ,positive
great sound ,positive
i really did not like it the battery does not last at all think it was bad purchase other brands last longer than the battery ,negative
i have charge and when the charge went on sale had to get another one love these little speakers,positive
jbl charge is great product didn disappoint about it thanks,positive
i had charge prior got stolen picking up the was no brainer considering the usb upgrade ,negative
this is by far the best speaker ve ever had sticking with this brand for while ,positive
it was decent while it lasted but died on me one month after the warranty expired so very disappointed in this product would definitely not recommend it ,negative
great sound and battery life ,positive
sound quality is very good better bass response than my charge good battery life rugged waterproof good max volume level overall an excellent product the only downside is it bit too large to fit in bicycle bottle cage charge works well for that purpose ,positive
the jbl charge is definitely great speaker fantastic sound quality the entire battery life the battery lasts me hours on hours and takes no time to charge ,positive
does what it claims good sound good battery life ,positive
an attractive high performing speaker that exceeded my expectations first the bad news did have difficulty at first pairing my phone with the speaker the included instructions were no help and would have liked to see bit more detail it just series of what look like comic book panels begrudgingly downloaded the jbl portable app found bit more information and was able to pair straight out of the box the sound is bit disappointing the speaker did not produce much bass and was really heavy in the upper midrange and high frequencies would highly recommend downloading an equalizer app on your music source device now the good news the equalizer made this speaker come alive volume for days and more bass that would have expected for speaker this size the fact that it can also charge your music source device is even more reason to select this speaker ,positive
awesome sounds for this little speaker also like how you can use it as an external battery to charge other devices hopefully it will survive the az summer heat next to the pool updates to come ,positive
absolutely love this speaker very loud durable and has great battery life ,positive
great sounds better than my charge ,positive
very good sound and very well made,positive
excellent sound quality much louder than expected small enough to take just about anywhere ve gotten it pretty wet several times and still going strong great product ,positive
the sound quality is amazing,positive
i went from flip to charge awesome bass this is mono speaker the flip is stereo which if you like hifi sound quality the flip is also mono the charge is loud and bass hits ,positive
superb sound quality great dynamic range crisp highs and deep deep bass battery lasts for at least hours pairing is quick and stable app is simple and works fine can check charge level and play stereo or party mode with additional speakers seems durable and only hope it lasts buy and get ridiculously great mobile stereo for about ,positive
it nice product but expected better sound ive looked at them in best buy they were awesome had known this wasn what expected wouldn have bought it ,positive
works fantastically would just like it to be bit louder but overall great product ,positive
someone gave me charge bought charge thinking could pair them nope so bought another charge pairing is difficult if you desire stereo sound as opposed to two mono speakers had to get second jbl app and attempt to import my music into it some of which won play when do get it to play in stereo it doesn stay that way for long the hardware software combo has been finicky and temperamental for me also amazon is not letting me add an informative photo ,positive
amazing,positive
love it so far got it was basically fully charged and played all day at the pool barely saw any decrease in power love the sound and the good bass able to control sound eq via the settings on my phone for those recognizing it doesn seem to have an eq in an app or something we are stepping up from the jbl clip which is also really great just doesn have the volume we wanted for patio or at the pool fills locker room full of sound easy too able to listen at low volume and still have full depth of sound many commented about the mono sound aspect but honestly love this sound it full and the highs mids are pronounced with clarity no distortion my only nit is that it definitely will muffle if like towel is over it or something not really worth knocking my rating tho had it in my sport bag and could notice decrease in clarity solid purchase very happy with it ,positive
awesome ,positive
great ,positive
the quality of the sound is pretty dope use this when work on stuff and when walk away from the speaker good feet still connected to the bluetooth and the battery life is amazing as well,positive
just arrive today so far so good the black looks so elegant the bass is heavy and the audio quality it perfect ,positive
never had an issue with refurbished until this one was dirty and won turn on recommend not getting used one it worth the time and extra money to get it new ,positive
definitely worth it,positive
that the first small speaker bought but really do like it it sounds clear and loud ,positive
luv this speaker was disappointed when received it cause it looked small and thought how such speaker of this size could satisfy me but then hooked it up and wow downloaded an equalizer app from the google store and now have full control on my listening pleasures and great sounds can control the sounds thru my tablet the speaker itself and the equalizer app all three have volume control truly not sorry bought this speaker take it with me hook it up in the trunk of my car and the sound just resonates with the truck door open the enclosure of the car trunk makes the sound incredible great buy ,positive
took it to work with me few times and had my job feeling like club with how much base it pumps out and the sound is crisp and clean ,positive
i am blown away at how poor this product truly is at first thought it didn work at all because there was no sound but apparently half charge is not enough for there to be sound but once it was fully charged it worked once getting the product working turned on some music and the amount of bass ruined the music had to download an equalizer app just to get the music to even sound decent and not crackle took it to work the next day with full charge and went to use it and again no sound turned it off and took it home still with full battery went to try it again few days later and the battery was drained even though it had been turned off overall am impressed with not one thing about this speaker and you are proud to charge as much as you do for this product have better success buying one from the dollar store do not buy ,positive
absolutely love it,positive
great product,positive
great sound and quality ,positive
well packaged works well seemingly good thing,positive
can beat the sound for the size this jbl speaker has been perfect speaker we just replaced our with this model crisp clear and loud if needed lasts forever it seems and connects easy with bt ,positive
i returning mine after just months sound quality is bad sounds like the the bass is vibrating so crazy can hear what is being said and it is very annoying ,negative
let me start with what everyone is most interested in these have great sound quality for the size they have better bass than you expect but the treble could be little stronger ve turned the volume way up just to see how they handle the power and they hold up well you can blast them without worry as long as you have good source material bought so could output in stereo it bit quirky trying to get them into stereo mode but it does work however for some reason they glitch occasionally which causes dropout when playing in stereo think it has to do with the bluetooth communication between speakers hoping they can come up with firmware update to fix it don have this problem when just using speaker all in all would recommend buying these ,positive
great product all the way around heard my sons speaker and was sold would like little more bass but what can you expect for small speaker very happy with my purchase ,positive
amazing soubd,positive
great speaker has good bass and loud sound holds battery for long time ,positive
bought it no regrets the doin quality is super bomb gets loud and the bass is quality love the size the design it solid packaging is it really is win get it get it get it ,positive
love it ,positive
great sound quality and battery life,positive
just love it sound is amazing and battery life phenomenal easy to use to pair with your android phone ,positive
i have really enjoyed the sound quality of this bluetooth device it is small and portable but sturdy love the box it came in to keep it protected and easy to store ,positive
ya know for almost thought be more impressed sound quality isn bad but the bass interferes with the sound quality and makes it wobbly to where scared to play it loud ue doesn do that like others mentioned too it is mono speaker which isn great when looking for full directional quality sound,positive
i bought this for our wrestling room which is very large and this just isn quite big enough for that do however like the sound and feel it is very good speaker just know that it isn for large area ,positive
this is great speaker light and easy to work basic controls that get the job done with no confusion ordered carry strap for it from amazon as well must get the carry strap for hanging and protection gave it out of for sound quality it delivers more bass than treble great speaker for the money claims to have hr battery based on use and is waterproof can touch that plenty loud for the beach or backyard,positive
this speaker is awesome was bit skeptical about the passive radiators but was impressed it doesn pump bass as much as wired speaker such as echo plus but the sound is still excellent and the battery life is great usually play music off and on during my workweek and charge it once per week gave it stars due to the poor usb implementation the speaker charges through its usb port however it is only able to output power to act like powerbank and charge phone for example through its usb port my recommendation to jbl is to ditch the usb port entirely and use the usb port for charging and power output ,positive
love this thing sounds great good bass for small unit very satisfied ,positive
i bought refurbished one but it looked brand new and untouched so saved few bucks and that was good the green color is cool much cooler than black which was my second more expensive choice it connected immediately almost to my ipad iphone macbook the sound is great it very loud but don play it that loud yet bought it to use outdoors for music so expect it will work well paired with an iphone it simple compact device but it delivers great sound could not be happier and it waterproof which hope never to test but it nice to know because it will be outside and might get left outdoors overnight on occasion battery life seems fine so far but have only used it for few hours time will tell on that one ,positive
i an artist so like listening to music while paint this pairs with my phone and listen and paint ,positive
love it second purchased first one was so good it walked out of my house on its own lol,positive
upgraded from the flip so far very happy with my purchase only now want bigger and louder speakers extreme next we will see ,positive
its amazing love it,positive
this was pandemic lockdown buy my wife and were spending lot of time outside on our patio our happy hours were missing something great sounds this speaker delivers great sound at low mid and high range it can also play very loud although we keep the volume pretty low to be respectful of our neighbors would recommend this speaker to friend ,positive
i ve had this speaker for well over year now use it full volume in the shower while its soaking wet and also outside on the patio ve had it connected to my smaller tv that move between porch and patio but my sony works better for that due to the sony app to control the volume via bluetooth being much better than the jbl app it still looks and works as good as when first got it battery lasts good amount of time and it has incredible bass for its size especially if its placed against wall or better yet in an inside corner have been very happy with its quality and performance now some negative aspects the battery level indicator lights are placed very low so they are not visible in most cases and then the unit just goes dead with no warning when the charge runs out the base is small compared to the speaker so it can easily roll over and off table if bumped speakers are on the ends so you can stand it up vertical it does make loud melodic sound when turned off it is pretty rugged and waterproof so the addition of case adds no value is just another useless item cluttering your life and is environmentally negative suggest getting one without the case the current price is much much more percent more than when purchased it maybe due to covid price gouging or just rampant inflation never buy used product that requires built in battery as someone is unloading it because its defective or reached its end of life even if it still looks like new ,positive
great sound battery lasts all day ,positive
great speaker,positive
great sound for price ,positive
both sounds and bass are great quality was outside the other day listening to music from my phone and had neighbor come by from houses down opposite side of the street asking me to turn it up laughed and said it was already on the highest volume impressed with how far the sound carried ,positive
powerful little guy good bass good volume looking for good wireless speaker this will not dissapoint ,positive
the best purchase ever made ,positive
lasts for few hours at close to max volume and obviously longer the lower the volume is great over all for the price but the back has an annoying clicking sound like the screws to panel are lose ,negative
love it ,positive
perfect all around btooth speaker ,positive
the sound is awesome very nice speaker for it size ,positive
this thing rocks even took it to the beach it became sandy but easy to clean ,positive
i have of the jbl go bluetooth speakers that produce tremendous sound quality for such small unit and the portability is the reason bought them recently decided to upgrade to the charge and must say am truly amazed by the incredibly powerful sound quality of this unit don wait buy it today ,positive
the aux input doesn work properly the sound keeps cutting out this is simply bad design and when contacted jbl support about this here was their official response our jbl charge normally goes on standby when there is no sound coming out of the speaker for while this feature can be turned off they called their poor design feature much in the same way faulty brakes on car is feature they also solicited me for star review and incentivized me with gift card so stars ,negative
i am thrilled with the speaker use it to play podcasts mostly when exercising sound is excellent for spoken text and does good job with commercial pop rock etc it is not suitable for most art music classical does not handle the wide dynamic range of this type of music nor the subtle timbres of instrumental ensembles ,positive
i am in love with my speaker ,positive
would ve given star but not as impressed with battery life as much as was with the charge other than that sound is impeccable as expected ,negative
decent good volume and long battery life and little bigger and better then the flips the charge feature is ok guess but drains the battery quickly other then that it last long and loud great little speaker glad have it,positive
easy to travel with and use great fun ,positive
i love my speaker got it days ago will update yalll,positive
love the sound ,positive
the sound quality is great and it just plain fun ,positive
excellent,positive
practically all bluetooth speakers are mono it has nothing to do with how many drivers speakers cones it has to get stereo sound you usually need to have two of the same or typically at least the same brand bluetooth speaker and send different audio right or left to each one the charge had two forward facing mid high range drivers driven by same signal so they effectively acted as one driver speaker charge replaced the two forward facing drivers with single larger higher quality forward facing driver that produces better depth and definition at least in my opinion ll take the charge over the charge or the flip any day ,positive
i love it portability it loud in proximity but not too obnoxiously loud to disturb neighbors when use it in my open garage it connects quickly and it easy to pair battery life lasts much longer than jbl flip lastly purchasing strap accessory is good investment so you can carry it around ,positive
besides driver totally dropping my package on my door step and watched him act like he didn tthis speaker is great the only thing wish it had like the jbl flip is its own sperate volume instead relying off just solely the phones volume this is great for hr shift,positive
great speaker great sound,positive
husband uses in his semi and it has worked out great for him ,positive
one of the best speakers have ever purchased ,positive
it works amazing it nice for traveling you hear clearly the battery works and last long,positive
keep reading reviews that boast about the bass not true at all only provides mid bass and not low pass so it sounds muffled and offbeat when listening to music with very low bass that was important to me and the reviews were misleading ,negative
good for the beach back yard or picnic with hour play time ,positive
i had high hopes for this jbl charge it good name brand with good reviews gave it shot but couldn get used the the mono sound and the fact there no equalizer my ears just weren happy the bluetooth worked great it solid and connected every time with no issues battery life seems good though haven kept it long enough to actually confirm this am returning it and keeping the soundcore motion boom which purchased week later as comparison it stereo sound far more superior and can be paired with an equalizer phone app therefore the charge is going back ,positive
great speaker sound quality is clear and loud,positive
this speaker is great it price is worth it especially when it was on sale great sound and it can loud enough for outside use too ,positive
so pleased with this device have had it for few years now and am constantly impressed by it sound quality is so good bass is strong when wanted and the battery life is unbelievable would highly recommend to others ,positive
bought this for my husband and it was so easy to connect to bluetooth no apps required and the sound is terrific better than expected in this price range ,positive
i love,positive
not sure what to say that others haven already really great product rarely do ever get chance to turn the volume up to full it too loud for conversation even in large room ,positive
love job products battery life is amazing last pretty much hours use it in my home gym no complaints at all,positive
great,positive
i use this product all day and the battery only gets down to half it sounds great and is easy to use ,positive
first of all the speaker is monaural and you need two to get stereo that then you need an app to convince the speakers to play in stereo and there is no app for windows or mac only mobile devices tried an android emulator but you can get to bluetooth that way so forget it the app is crappy too it takes at least two tries each time to convince the speakers to play in stereo and the app has to be left running after while something times out the sound reverts to monaural and the app has to be closed and re started to make it stereo again the only reason this speaker gets so many good reviews is that apparently most people don care about stereo sound what waste so good sound or not these are going back both of them ,positive
